,HepG2_xenograft_CTL_1,HepG2_xenograft_CTL_2,HepG2_xenograft_CTL_3,HepG2_xenograft_CTL_4,HepG2_xenograft_CTL_5,HepG2_xenograft_DKD_1,HepG2_xenograft_DKD_2,HepG2_xenograft_DKD_3,HepG2_xenograft_DKD_4,HepG2_xenograft_DKD_5
ACSM2B,572.2767193,437.1944798,301.4893197,579.5291411,502.0993134,496.9250595,408.5702146,516.3662058,415.9555465,499.8933288
ACSM3,653.0572767,517.1443962,498.3380164,706.8185775,627.6241418,991.8584354,945.6578206,847.6931145,838.8436855,832.1923624
ACSM4,0,0,0,0,0,0,0,0,0,0
ACSM5,209.2508413,152.8156631,131.5778131,185.2423505,97.97059774,190.2057843,185.1034071,208.2903081,175.2955518,230.2013595
ACSM5P1,0.973259727,2.024048518,0,0,2.04105412,1.991683605,0,0,0,0.963185605
ACSM6,3.893038907,0,3.108137317,5.174367331,1.02052706,0.995841803,4.795425054,1.937584262,2.971111047,1.926371209
ACSS1,2816.613649,2548.277084,3079.128035,3077.713689,3682.061632,3428.683327,4884.61996,2906.376393,3352.403631,3309.505737
ACSS2,2329.010526,2154.599647,1971.595104,1891.748696,2069.628877,1912.016261,1593.999288,1631.445948,1495.459227,1936.966251
ACSS3,1921.214701,2451.122755,2104.208963,1987.991929,1903.282967,3898.720657,3327.065902,3294.862037,3792.128066,3381.744658
ACTA1,10.70585699,11.13226685,594.6902732,91.06886503,111.2374495,29.87525408,350.0660289,192.789634,25.74962907,7.705484837
ACTA2,477.8705258,291.4629865,1048.478321,514.3321127,538.8382876,369.4573088,935.1078855,547.367554,621.9525791,387.2006131
ACTB,73300.08306,84109.33615,90054.13456,66877.66288,76388.49148,80910.15478,90824.39143,88781.07967,101465.423,90542.33639
ACTBL2,12.65237645,12.14429111,59.05460901,64.16215491,78.5805836,4.979209013,55.62693062,11.62550557,20.79777733,12.52141286
ACTBP1,0.973259727,4.048097035,7.252320405,4.139493865,0,0.995841803,3.836340043,0,6.932592442,0.963185605
ACTBP11,48.66298634,27.32465499,99.46039413,77.61550997,115.3195578,9.958418027,84.39948094,20.34463475,46.5474064,16.37415528
ACTBP12,0.973259727,2.024048518,1.036045772,2.069746933,1.02052706,0.995841803,0,0,0,0.963185605
ACTBP13,1.946519454,2.024048518,2.072091544,3.104620399,2.04105412,0.995841803,2.877255032,0,1.980740698,0
ACTBP14,0,0,3.108137317,2.069746933,1.02052706,0,0.959085011,1.937584262,1.980740698,0.963185605
ACTBP2,147.9354785,112.3346927,570.8612205,327.0200153,481.6887722,67.71724258,381.7158343,108.5047187,188.1703663,59.71750749
ACTBP6,430.1807992,474.6393774,532.5275269,380.8334356,415.3545133,463.0664382,485.2970154,456.3010937,551.6362843,459.4395334
ACTBP7,6.812818087,6.072145553,5.180228861,7.244114264,6.123162359,13.94178524,11.50902013,4.843960654,8.91333314,3.852742418
ACTBP8,3.893038907,6.072145553,6.216274633,2.069746933,7.143689418,2.987525408,3.836340043,5.812752785,4.951851744,0.963185605
ACTBP9,11.67911672,5.060121294,4.144183089,11.38360813,7.143689418,15.93346884,10.54993512,7.750337047,23.76888837,9.631856046
ACTC1,2.91977918,0,56.98251747,7.244114264,18.36948708,3.983367211,31.64980535,21.31342688,8.91333314,0.963185605
ACTE1P,9.732597268,20.24048518,15.54068658,14.48822853,17.34896002,12.94594343,24.93621028,20.34463475,22.77851802,28.89556814
ACTG1,68367.60277,95739.51893,104313.2325,81255.15995,76604.84322,96609.6008,84726.52893,88715.2018,103786.8511,101696.9889
ACTG1P1,17.51867508,8.09619407,20.72091544,26.90671012,9.184743538,28.87941228,18.2226152,18.40705049,16.83629593,18.30052649
ACTG1P10,6.812818087,9.108218329,67.34297519,17.59284893,12.24632472,1.991683605,39.32248544,22.28221901,11.88444419,1.926371209
ACTG1P12,0.973259727,4.048097035,151.2626827,28.97645706,29.59528473,1.991683605,75.76771585,60.06511212,12.87481454,5.779113628
ACTG1P13,0,0,0,0,0,0,0,0,0,0
ACTG1P14,21.41171399,9.108218329,21.75696122,18.62772239,22.45159532,34.85446309,40.28157045,25.1885954,34.66296221,30.82193935
ACTG1P15,13.62563617,4.048097035,7.252320405,6.209240798,7.143689418,10.95425983,7.672680086,14.53188196,10.89407384,16.37415528
ACTG1P16,1.946519454,3.036072776,1.036045772,1.034873466,1.02052706,2.987525408,0,1.937584262,3.961481396,2.889556814
ACTG1P17,38.93038907,42.50501887,66.30692942,47.60417945,78.5805836,43.81703932,51.79059058,38.75168524,47.53777675,31.78512495
ACTG1P18,0,0,0,0,0,0,0,0.968792131,0,0.963185605
ACTG1P19,1.946519454,0,2.072091544,1.034873466,1.02052706,0,2.877255032,0,0,0
ACTG1P2,13.62563617,6.072145553,31.08137317,36.22057132,28.57475767,7.966734421,31.64980535,7.750337047,18.81703663,4.815928023
ACTG1P20,21.41171399,19.22846092,32.11741894,20.69746933,44.90319063,20.91267786,28.77255032,15.50067409,23.76888837,20.2268977
ACTG1P21,37.95712934,30.36072776,158.5150031,90.03399156,140.8327343,14.93762704,122.7628814,18.40705049,67.34518372,15.41096967
ACTG1P22,0,0,0,0,0,0,0,0,0,0
ACTG1P23,0.973259727,0,2.072091544,2.069746933,0,1.991683605,0.959085011,0,2.971111047,0
ACTG1P24,9.732597268,2.024048518,9.32441195,9.313861196,5.102635299,7.966734421,5.754510064,8.719129178,3.961481396,17.33734088
ACTG1P3,30.17105153,22.26453369,20.72091544,37.25544479,23.47212238,29.87525408,29.73163533,36.81410097,29.71111047,40.45379539
ACTG1P4,0,0,3.108137317,0,8.164216478,0,0,0,0,0
ACTG1P9,25.3047529,44.52906739,51.80228861,49.67392638,51.02635299,39.83367211,56.58601563,42.62685376,32.68222151,35.63786737
ACTG2,208.2775815,136.6232749,602.9786394,337.36875,464.3398122,78.67150241,446.933615,111.4110951,246.6022169,68.38617793
ACTL10,0,2.024048518,0,0,0,0,0,0,1.980740698,0
ACTL6A,2875.009233,3323.487666,3068.767577,3370.58288,3237.111834,2875.991126,3060.440269,3129.198583,3032.514008,2484.055674
ACTL6B,0,0,0,1.034873466,0,0,0,0,0,0
ACTL7A,0,0,0,0,0,0,0,0,0,0
ACTL7B,1.946519454,0,8.288366178,0,1.02052706,1.991683605,1.918170021,0.968792131,0.990370349,1.926371209
ACTL8,6.812818087,2.024048518,9.32441195,5.174367331,5.102635299,4.979209013,7.672680086,5.812752785,2.971111047,2.889556814
ACTL9,0,0,0,0,0,0,0,0,0,0
ACTN1,4880.89753,4769.670332,5213.382326,4815.266238,4896.488833,4775.061444,4850.092899,4896.27543,5358.893958,4814.964837
ACTN2,20.43845426,7.084169812,97.38830259,43.46468558,27.55423061,0.995841803,53.7087606,28.0949718,5.942222093,1.926371209
ACTN3,3.893038907,3.036072776,37.2976478,9.313861196,8.164216478,4.979209013,19.18170021,17.43825836,11.88444419,2.889556814
ACTN4,20875.44788,20236.43708,23623.9157,17859.84628,21161.64911,17332.62658,21331.96881,18015.65847,19960.91438,18468.12078
ACTN4P1,0,1.012024259,3.108137317,1.034873466,1.02052706,0,1.918170021,0,2.971111047,3.852742418
ACTN4P2,0,0,0,0,0,0,0,0,0,0
ACTP1,0,1.012024259,0,0,0,0,0,0,0.990370349,0.963185605
ACTR10,1523.151472,1690.080512,1478.437317,1718.924827,1671.623324,1416.087043,1457.809216,1387.310331,1496.449597,1300.300566
ACTR1A,5550.500222,5175.492059,5682.71106,5449.643673,5636.370951,2993.500459,3258.970866,3086.571729,2971.111047,2776.864098
ACTR1AP1,0.973259727,0,0,0,0,0,0,0,0.990370349,0
ACTR1B,1816.10265,1461.36303,1475.32918,1457.10184,1359.342044,2330.269818,2193.42742,2030.588306,2078.787362,2379.068443
ACTR2,12060.63453,14195.66428,11877.22873,13605.48146,13689.34998,12086.53196,11110.04076,13352.86194,11929.01085,10276.22722
ACTR3,3810.31183,4469.099127,4473.645644,4084.645571,4187.222526,6832.470608,5736.287449,6478.312979,6831.574667,5627.893488
ACTR3B,854.5220401,882.4851537,887.8912268,869.2937117,883.7764338,830.5320634,877.5627848,897.1015132,833.8918338,801.370423
ACTR3BP1,0,0,0,0,0,0,0,0,0,0
ACTR3BP2,0,0,0,0,0,0,0,0,0,0
ACTR3BP3,0,0,0,0,0,0,0,0,0,0
ACTR3BP4,0,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0
ACTR3BP6,0,0,0,0,0,0,0,0,0,0
ACTR3C,37.95712934,86.022062,83.91970755,103.4873466,76.53952948,110.5384401,43.15882548,96.87921309,87.1525907,81.87077639
ACTR3P2,0,1.012024259,0,0,0,1.991683605,0,0,0,0
ACTR3P3,5.839558361,0,20.72091544,8.27898773,6.123162359,2.987525408,11.50902013,3.875168524,2.971111047,0
ACTR5,1104.64979,1013.036283,1147.938716,1070.059164,1206.262985,825.5528544,967.7167758,834.1300247,889.3525733,740.6897299
ACTR6,601.4745111,829.8598922,656.8530196,651.9702837,640.8909935,764.8065044,713.559248,846.7243224,843.7955372,732.0210595
ACTR6P1,0,0,0,0,0,0,0,0,0,0
ACTR8,1153.312776,1297.4151,1289.876986,1289.452339,1288.925677,1154.180649,1302.437445,1201.302242,1293.423676,1211.687491
ACTRT1,1.946519454,2.024048518,0,0,2.04105412,0.995841803,0.959085011,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0
ACTRT3,55.47580443,50.60121294,53.87438015,70.37139571,55.10846123,25.89188687,44.11791049,32.93893245,24.75925872,23.11645451
ACVR1,956.7143114,1014.048307,929.3330577,922.0722584,979.7059774,1064.554887,980.184881,835.0988168,925.0059059,921.7686236
ACVR1B,1303.194774,1194.188625,1342.715321,1372.242216,1313.418326,1233.847993,1508.640722,1408.623758,1361.75923,1190.497407
ACVR1C,21.41171399,18.21643666,21.75696122,23.80208972,15.3079059,15.93346884,23.97712527,33.90772458,25.74962907,23.11645451
ACVR2A,509.0148371,603.1664582,476.5810552,522.6111005,479.6477181,954.0164469,825.7721942,1040.482749,879.4488698,916.9526956
ACVR2B,2704.688781,2794.198979,2347.67972,3000.098179,2415.587551,3510.342354,2392.917102,3177.638189,2675.980683,3158.285598
ACVRL1,5.839558361,1.012024259,9.32441195,3.104620399,3.061581179,6.970892619,3.836340043,2.906376393,4.951851744,3.852742418
ACY1,2992.77366,2825.571731,2994.172282,3139.806097,2775.833603,3306.194785,3283.907077,3341.364059,3127.589562,3073.525264
ACY3,264.7266457,213.5371186,166.8033693,206.9746933,210.2285743,298.7525408,361.575049,394.2983973,345.6392518,383.3478706
ACYP1,234.5555941,274.2585741,301.4893197,311.4969133,232.6801696,234.0228236,235.9349126,191.8208419,249.5733279,283.1765678
ACYP2,219.9566982,222.6453369,193.7405594,194.5562117,206.1464661,188.2141007,143.8627516,181.1641285,140.6325895,176.2629656
ADA,174.2134911,222.6453369,277.6602669,163.5100077,194.9206684,197.1766769,149.6172617,163.7258701,148.5555523,162.7783672
ADA2,36.01060989,25.30060647,26.93719008,16.55797546,36.73897415,27.88357047,41.24065546,31.97014032,33.67259186,34.67468177
ADAD1,0,0,0,0,0,0,0,0,0,0
ADAD1P2,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,5.180228861,1.034873466,0,0,0.959085011,0,0.990370349,0
ADAL,1100.756751,1225.561377,972.8469801,973.8159317,1001.137046,1112.355294,962.9213508,922.2901086,1009.187386,986.3020591
ADAM10,3989.39162,4417.48589,3811.612396,4321.631595,3904.536531,3838.970149,3210.057531,3547.716783,3569.294737,3515.627457
ADAM11,81.75381705,55.66133423,61.12670056,66.23190184,47.96477181,51.78377374,127.5583064,86.22249965,62.39333198,90.53944683
ADAM12,2.91977918,0,7.252320405,3.104620399,4.082108239,0.995841803,4.795425054,0,1.980740698,1.926371209
ADAM15,1366.456656,1437.074447,1914.612587,1515.054755,1747.142326,998.8293281,1193.101753,937.7907827,1013.148867,1018.087184
ADAM17,1832.648065,2197.104666,2001.640432,1908.306672,1982.884077,1818.407132,1456.850131,1625.633196,1617.27478,1709.654448
ADAM18,1.946519454,0,2.072091544,0,0,0,0,0,0,0
ADAM19,15.57215563,18.21643666,20.72091544,13.45335506,17.34896002,0,8.631765097,4.843960654,1.980740698,0
ADAM1A,0,0,0,0,0,23.90020326,20.14078523,0,0,0
ADAM1B,7.786077814,8.09619407,14.50464081,7.244114264,6.123162359,4.979209013,7.672680086,5.812752785,4.951851744,14.44778407
ADAM2,0,0,1.036045772,0,1.02052706,0,0,0,0,1.926371209
ADAM20,3.893038907,3.036072776,2.072091544,2.069746933,2.04105412,4.979209013,0,0.968792131,1.980740698,0
ADAM20P1,16.54541535,13.15631536,19.68486967,11.38360813,20.4105412,14.93762704,3.836340043,4.843960654,8.91333314,17.33734088
ADAM20P2,0,0,0,0,0,0,0,0,0,0
ADAM20P3,0,0,0,0,0,0,0,0,0,0
ADAM21,4.866298634,7.084169812,2.072091544,5.174367331,6.123162359,5.975050816,5.754510064,3.875168524,0.990370349,7.705484837
ADAM21P1,4.866298634,0,0,0,0,2.987525408,0,0.968792131,0.990370349,0
ADAM22,736.7576132,734.7296119,550.140305,674.7375,669.4657512,732.9395668,569.6964964,612.2766267,669.4903558,617.4019726
ADAM23,7.786077814,7.084169812,19.68486967,10.34873466,20.4105412,30.87109588,46.99516553,34.87651671,37.63407326,40.45379539
ADAM24P,0,0,0,0,0,0,0,0,0,0
ADAM28,5.839558361,8.09619407,2.072091544,5.174367331,1.02052706,6.970892619,7.672680086,0.968792131,3.961481396,1.926371209
ADAM29,4.866298634,3.036072776,8.288366178,1.034873466,4.082108239,3.983367211,6.713595075,5.812752785,1.980740698,2.889556814
ADAM30,0,0,0,0,0,0,0,0,0,0
ADAM32,62.28862251,77.92586793,51.80228861,87.96424463,69.39584007,83.65071142,67.13595075,90.09766817,66.35481338,74.16529155
ADAM33,1.946519454,1.012024259,1.036045772,2.069746933,3.061581179,0.995841803,1.918170021,1.937584262,0,0.963185605
ADAM3A,13.62563617,13.15631536,26.93719008,12.4184816,18.36948708,24.89604507,23.01804026,25.1885954,15.84592558,21.1900833
ADAM3B,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0,0,0,0,0
ADAM8,16.54541535,10.12024259,11.39650349,17.59284893,26.53370355,8.962576224,16.30444518,17.43825836,13.86518488,15.41096967
ADAM9,5791.868634,7114.530539,7238.85181,5444.469306,6054.787046,6200.111063,4814.606754,4941.80866,6258.150235,5217.57642
ADAMDEC1,0,0,0,0,0,0,0,0,0,0
ADAMTS1,33.09083071,34.4088248,25.9011443,37.25544479,34.69792003,39.83367211,42.19974047,29.06376393,30.70148082,39.49060979
ADAMTS10,7.786077814,3.036072776,9.32441195,7.244114264,12.24632472,5.975050816,10.54993512,11.62550557,13.86518488,5.779113628
ADAMTS12,6.812818087,2.024048518,1.036045772,1.034873466,8.164216478,2.987525408,7.672680086,2.906376393,1.980740698,0.963185605
ADAMTS13,61.31536279,50.60121294,64.23483788,58.98778758,40.82108239,62.73803357,56.58601563,46.50202228,48.5281471,71.27573474
ADAMTS14,0,0,2.072091544,1.034873466,1.02052706,0,0,1.937584262,0,0.963185605
ADAMTS15,0,1.012024259,4.144183089,1.034873466,8.164216478,0.995841803,4.795425054,0,0,0
ADAMTS16,2.91977918,2.024048518,5.180228861,6.209240798,9.184743538,4.979209013,3.836340043,2.906376393,2.971111047,3.852742418
ADAMTS17,4.866298634,2.024048518,2.072091544,6.209240798,3.061581179,0,0.959085011,5.812752785,2.971111047,7.705484837
ADAMTS18,4.866298634,2.024048518,7.252320405,5.174367331,8.164216478,2.987525408,2.877255032,1.937584262,1.980740698,0.963185605
ADAMTS19,0,0,0,0,3.061581179,1.991683605,0,0,0,0
ADAMTS2,43.7966877,25.30060647,90.13598218,38.29031825,97.97059774,61.74219176,116.0492863,84.28491539,80.21999826,83.7971476
ADAMTS20,0.973259727,0,0,0,0,0,0,0.968792131,0,0
ADAMTS3,0,0,0,0,0,0,0,0.968792131,0,0
ADAMTS4,91.48641432,81.97396496,98.42434836,66.23190184,97.97059774,60.74634996,74.80863084,55.22115146,71.30666512,54.90157946
ADAMTS5,8.759337541,6.072145553,23.82905276,12.4184816,40.82108239,2.987525408,17.26353019,4.843960654,7.922962791,0
ADAMTS6,293.9244375,196.3327062,214.4614748,249.4045054,209.2080473,268.8772867,136.1900715,177.28896,134.6903674,225.3854315
ADAMTS7,8.759337541,2.024048518,4.144183089,0,6.123162359,0,2.877255032,2.906376393,5.942222093,0.963185605
ADAMTS7P1,0,0,2.072091544,0,0,0,6.713595075,0,0,0
ADAMTS7P3,20.43845426,14.16833962,14.50464081,21.73234279,7.143689418,5.975050816,6.713595075,4.843960654,8.91333314,7.705484837
ADAMTS7P4,8.759337541,17.2044124,13.46859504,20.69746933,15.3079059,14.93762704,13.42719015,19.37584262,27.73036977,28.89556814
ADAMTS8,0,0,0,0,0,0,0,0,0.990370349,0
ADAMTS9,249.1544901,395.7014852,273.5160839,371.5195744,218.3927908,856.4239503,452.6881251,566.7433966,808.1422047,619.3283438
ADAMTSL1,8.759337541,1.012024259,11.39650349,7.244114264,23.47212238,2.987525408,12.46810514,3.875168524,3.961481396,0.963185605
ADAMTSL2,181.9995689,113.346717,162.6591862,119.0104486,129.6069366,36.8461467,35.4861454,33.90772458,27.73036977,54.90157946
ADAMTSL3,230.6625552,223.6573612,226.8940241,197.6608321,202.0643578,282.819072,250.3211878,250.9171619,277.3036977,295.6979806
ADAMTSL4,90.51315459,88.04611051,127.43363,104.5222201,98.9911248,143.4012196,96.86758608,63.94028064,111.9118494,99.20811727
ADAMTSL5,42.82342798,32.38477628,41.44183089,57.95291411,41.84160945,49.79209013,88.23582099,40.6892695,67.34518372,58.75432188
ADAP1,1332.392566,972.5553127,1205.957279,986.2344133,1077.676575,997.8334863,1443.422941,1093.766316,1242.914788,1157.749097
ADAP2,32.11757098,41.49299461,52.83833438,23.80208972,51.02635299,64.72971717,82.48131092,62.97148851,75.26814652,50.08565144
ADAR,8501.423713,8541.484744,8228.275523,9180.362519,8547.934653,8973.530484,8135.918146,8924.51311,8845.987956,8192.856753
ADARB1,757.1960674,832.895965,911.7202795,934.49074,951.1312197,753.8522446,909.2125902,772.1273283,888.3622029,856.2720025
ADARB2,1.946519454,2.024048518,2.072091544,1.034873466,0,3.983367211,3.836340043,4.843960654,0.990370349,2.889556814
ADAT1,761.0891063,692.224593,756.3134137,603.3312308,805.1958502,548.7088333,624.364342,534.7732563,536.7807291,470.9977607
ADAT2,1334.339085,1272.114493,1129.289892,1153.883915,1119.518185,1093.434299,980.184881,1254.58581,933.919239,1161.601839
ADAT3,117.7644269,104.2384987,102.5685314,87.96424463,101.0321789,108.5467565,160.1671968,110.4423029,148.5555523,198.4162345
ADCK1,326.0420085,271.2225014,291.128862,301.1481787,238.803332,237.010349,291.5618433,259.6362911,270.3711052,244.6491436
ADCK2,838.9498845,766.1023639,827.800572,852.7357362,826.6269184,743.8938266,801.795069,775.0337047,769.5177611,736.8369875
ADCK5,426.2877603,381.5331456,293.2009535,389.1124233,297.9939015,357.5072072,401.8566195,435.9564589,362.4755477,399.7220259
ADCY1,16.54541535,11.13226685,21.75696122,18.62772239,14.28737884,173.2764737,181.267067,220.8846058,182.2281442,159.8888104
ADCY10,3.893038907,6.072145553,8.288366178,3.104620399,7.143689418,1.991683605,5.754510064,6.781544916,3.961481396,4.815928023
ADCY10P1,215.0903996,156.8637601,241.3986649,245.2650115,256.152292,85.64239503,110.2947762,121.0990164,92.10444245,93.42900365
ADCY2,27.25127235,34.4088248,22.79300699,27.94158359,30.61581179,33.85862129,22.05895525,33.90772458,29.71111047,41.416981
ADCY3,2.91977918,7.084169812,27.97323585,15.52310199,20.4105412,4.979209013,28.77255032,5.812752785,12.87481454,8.668670441
ADCY4,22.38497372,17.2044124,16.57673236,26.90671012,11.22579766,19.91683605,10.54993512,18.40705049,20.79777733,12.52141286
ADCY5,8.759337541,3.036072776,7.252320405,8.27898773,10.2052706,4.979209013,2.877255032,2.906376393,1.980740698,3.852742418
ADCY6,1950.412492,1725.501361,1890.783534,2232.222067,1882.872425,1583.388466,1804.99799,1354.371399,1751.965147,1814.641679
ADCY7,113.871388,55.66133423,64.23483788,83.82475077,59.19056947,66.72140078,46.99516553,43.59564589,55.46073954,61.64387869
ADCY8,0,0,0,0,0,0,0,0,0,0
ADCY9,1309.034332,1451.242787,1298.165353,1402.253547,1217.488782,1688.947697,1393.550521,1409.59255,1693.533297,1613.335888
ADCYAP1,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,1.034873466,1.02052706,0,1.918170021,0,5.942222093,0
ADD1,4751.453986,4345.632167,4818.648886,4772.836426,4689.32184,5145.514594,5063.968857,5142.348631,4907.285079,4816.891209
ADD2,5.839558361,10.12024259,6.216274633,4.139493865,6.123162359,12.94594343,3.836340043,17.43825836,11.88444419,8.668670441
ADD3,7347.137677,9345.032006,6699.071963,8263.464628,5519.010339,9465.476334,6234.05257,10594.71074,10232.50644,7774.8342
ADGB,3.893038907,1.012024259,3.108137317,2.069746933,1.02052706,2.987525408,1.918170021,3.875168524,0.990370349,5.779113628
ADGRA1,0,0,0,0,0,0,0,0,0,0
ADGRA2,12.65237645,9.108218329,19.68486967,11.38360813,23.47212238,9.958418027,15.34536017,10.65671344,12.87481454,17.33734088
